Port Name,State,Port Code,Border,Date,Container,Nos People,Location
Lancaster,Minnesota,3430,US-Canada Border,4/1/18 0:00,Personal Vehicles,1632,POINT (-96.82024 48.84911000000001)
Richford,Vermont,203,US-Canada Border,4/1/18 0:00,Rail Containers Empty,38,POINT (-72.67832000000001 44.98588)
Beecher Falls,Vermont,206,US-Canada Border,4/1/18 0:00,Trucks,738,POINT (-71.49664 45.00808)
Calais,Maine,115,US-Canada Border,4/1/18 0:00,Train Passengers,20,POINT (-67.27917 45.18889)
Derby Line,Vermont,209,US-Canada Border,4/1/18 0:00,Buses,144,POINT (-72.09944 45.005)
San Luis,Arizona,2608,US-Mexico Border,4/1/18 0:00,Buses,1,POINT (-114.78139000000002 32.48694)
Fort Kent,Maine,110,US-Canada Border,4/1/18 0:00,Truck Containers Empty,943,POINT (-68.58458 47.26878)
Trout River,New York,715,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,17922,POINT (-73.44253 44.990010000000005)
Boundary,Washington,3015,US-Canada Border,4/1/18 0:00,Truck Containers Empty,35,POINT (-117.89655000000002 48.54648)
Tecate,California,2505,US-Mexico Border,4/1/18 0:00,Personal Vehicle Passengers,178571,POINT (-116.62667 32.57722)
Ferry,Washington,3013,US-Canada Border,4/1/18 0:00,Personal Vehicles,733,POINT (-118.58774 48.88627)
Brownsville,Texas,2301,US-Mexico Border,4/1/18 0:00,Truck Containers Empty,8153,POINT (-97.49722 25.90139)
Sherwood,North Dakota,3414,US-Canada Border,4/1/18 0:00,Truck Containers Full,164,POINT (-101.55954000000001 48.99719)
Alexandria Bay,New York,708,US-Canada Border,4/1/18 0:00,Bus Passengers,3776,POINT (-75.91806 44.33583)
Fort Fairfield,Maine,107,US-Canada Border,4/1/18 0:00,Trucks,938,POINT (-67.82965 46.76891)
Limestone,Maine,118,US-Canada Border,4/1/18 0:00,Truck Containers Full,27,POINT (-67.82708 46.90941)
Ogdensburg,New York,701,US-Canada Border,4/1/18 0:00,Truck Containers Full,2831,POINT (-75.48167 44.70667)
Champlain-Rouses Point,New York,712,US-Canada Border,4/1/18 0:00,Truck Containers Empty,3591,POINT (-73.44694 44.98639)
Maida,North Dakota,3416,US-Canada Border,4/1/18 0:00,Truck Containers Empty,5,POINT (-98.36953 48.98568)
Derby Line,Vermont,209,US-Canada Border,4/1/18 0:00,Trucks,7856,POINT (-72.09944 45.005)
Progreso,Texas,2309,US-Mexico Border,4/1/18 0:00,Pedestrians,80933,POINT (-97.94889 26.061670000000003)
Warroad,Minnesota,3423,US-Canada Border,4/1/18 0:00,Personal Vehicles,7415,POINT (-95.3261 48.89625)
International Falls-Ranier,Minnesota,3604,US-Canada Border,4/1/18 0:00,Truck Containers Full,977,POINT (-93.41083 48.60111)
Scobey,Montana,3309,US-Canada Border,4/1/18 0:00,Trucks,51,POINT (-105.44272 48.80707)
Roseau,Minnesota,3426,US-Canada Border,4/1/18 0:00,Trucks,279,POINT (-95.81074 48.77518)
Alcan,Alaska,3104,US-Canada Border,4/1/18 0:00,Truck Containers Empty,426,POINT (-142.98928 63.33693)
Morgan,Montana,3319,US-Canada Border,4/1/18 0:00,Truck Containers Full,8,POINT (-107.85719 48.78541)
Frontier,Washington,3020,US-Canada Border,4/1/18 0:00,Truck Containers Empty,1212,POINT (-117.78134000000001 48.910160000000005)
Morgan,Montana,3319,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,781,POINT (-107.85719 48.78541)
Pinecreek,Minnesota,3425,US-Canada Border,4/1/18 0:00,Trucks,21,POINT (-95.81074 48.77518)
Madawaska,Maine,109,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,44100,POINT (-68.3271 47.35446)
Derby Line,Vermont,209,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,52268,POINT (-72.09944 45.005)
Detroit,Michigan,3801,US-Canada Border,4/1/18 0:00,Trucks,138816,POINT (-83.10222 42.38306000000001)
Maida,North Dakota,3416,US-Canada Border,4/1/18 0:00,Personal Vehicles,422,POINT (-98.36953 48.98568)
Massena,New York,704,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,121995,POINT (-74.74 44.98944)
Warroad,Minnesota,3423,US-Canada Border,4/1/18 0:00,Truck Containers Full,201,POINT (-95.3261 48.89625)
Port Huron,Michigan,3802,US-Canada Border,4/1/18 0:00,Personal Vehicles,113154,POINT (-82.47889 42.97583)
Grand Portage,Minnesota,3613,US-Canada Border,4/1/18 0:00,Buses,54,POINT (-89.68472000000001 47.96389)
Calexico East,California,2507,US-Mexico Border,4/1/18 0:00,Train Passengers,21,POINT (-115.48433000000001 32.67524)
International Falls-Ranier,Minnesota,3604,US-Canada Border,4/1/18 0:00,Truck Containers Empty,398,POINT (-93.41083 48.60111)
Pembina,North Dakota,3401,US-Canada Border,4/1/18 0:00,Bus Passengers,1928,POINT (-97.24333 48.96639)
Laurier,Washington,3016,US-Canada Border,4/1/18 0:00,Train Passengers,26,POINT (-118.22302 48.99892)
Brownsville,Texas,2301,US-Mexico Border,4/1/18 0:00,Rail Containers Full,971,POINT (-97.49722 25.90139)
Andrade,California,2502,US-Mexico Border,4/1/18 0:00,Personal Vehicle Passengers,94747,POINT (-114.63402 32.7394)
Nogales,Arizona,2604,US-Mexico Border,4/1/18 0:00,Train Passengers,224,POINT (-110.93361 31.340279999999996)
Van Buren,Maine,108,US-Canada Border,4/1/18 0:00,Rail Containers Full,273,POINT (-67.94271 47.16207)
Trout River,New York,715,US-Canada Border,4/1/18 0:00,Bus Passengers,101,POINT (-73.44253 44.990010000000005)
Del Rio,Texas,2302,US-Mexico Border,4/1/18 0:00,Truck Containers Empty,1400,POINT (-100.89639 29.3625)
Pembina,North Dakota,3401,US-Canada Border,4/1/18 0:00,Buses,58,POINT (-97.24333 48.96639)
Port Huron,Michigan,3802,US-Canada Border,4/1/18 0:00,Train Passengers,664,POINT (-82.47889 42.97583)
Bridgewater,Maine,127,US-Canada Border,4/1/18 0:00,Truck Containers Empty,405,POINT (-67.84262 46.41923)
Ambrose,North Dakota,3410,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,114,POINT (-103.48222 48.95389)
Buffalo-Niagara Falls,New York,901,US-Canada Border,4/1/18 0:00,Train Passengers,1313,POINT (-79.05694 43.09444)
Baudette,Minnesota,3424,US-Canada Border,4/1/18 0:00,Trucks,439,POINT (-94.72512 48.70731)
Pembina,North Dakota,3401,US-Canada Border,4/1/18 0:00,Rail Containers Full,9189,POINT (-97.24333 48.96639)
Whitlash,Montana,3321,US-Canada Border,4/1/18 0:00,Truck Containers Full,6,POINT (-111.24900000000001 48.90372)
St. John,North Dakota,3405,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,1654,POINT (-99.71915 48.94208)
Douglas,Arizona,2601,US-Mexico Border,4/1/18 0:00,Truck Containers Full,1801,POINT (-109.54472 31.344439999999995)
Blaine,Washington,3004,US-Canada Border,4/1/18 0:00,Rail Containers Empty,12429,POINT (-122.74583 48.99389)
Metaline Falls,Washington,3025,US-Canada Border,4/1/18 0:00,Buses,8,POINT (-117.36037000000002 48.85798)
Boundary,Washington,3015,US-Canada Border,4/1/18 0:00,Trucks,35,POINT (-117.89655000000002 48.54648)
Morgan,Montana,3319,US-Canada Border,4/1/18 0:00,Truck Containers Empty,29,POINT (-107.85719 48.78541)
Ogdensburg,New York,701,US-Canada Border,4/1/18 0:00,Bus Passengers,166,POINT (-75.48167 44.70667)
Highgate Springs-Alburg,Vermont,212,US-Canada Border,4/1/18 0:00,Truck Containers Full,6914,POINT (-73.10583 44.979440000000004)
Champlain-Rouses Point,New York,712,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,132506,POINT (-73.44694 44.98639)
Sumas,Washington,3009,US-Canada Border,4/1/18 0:00,Pedestrians,2520,POINT (-122.26361 49.00028)
Oroville,Washington,3019,US-Canada Border,4/1/18 0:00,Truck Containers Empty,969,POINT (-119.43444 48.93917)
Scobey,Montana,3309,US-Canada Border,4/1/18 0:00,Personal Vehicles,352,POINT (-105.44272 48.80707)
Laurier,Washington,3016,US-Canada Border,4/1/18 0:00,Truck Containers Full,131,POINT (-118.22302 48.99892)
Champlain-Rouses Point,New York,712,US-Canada Border,4/1/18 0:00,Personal Vehicles,62354,POINT (-73.44694 44.98639)
Sumas,Washington,3009,US-Canada Border,4/1/18 0:00,Truck Containers Empty,3429,POINT (-122.26361 49.00028)
Trout River,New York,715,US-Canada Border,4/1/18 0:00,Buses,3,POINT (-73.44253 44.990010000000005)
Northgate,North Dakota,3406,US-Canada Border,4/1/18 0:00,Truck Containers Empty,1157,POINT (-102.39634 48.89848)
Walhalla,North Dakota,3407,US-Canada Border,4/1/18 0:00,Personal Vehicles,2812,POINT (-97.91778 48.92333)
Eastport,Idaho,3302,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,10381,POINT (-116.18027999999998 48.99944)
Andrade,California,2502,US-Mexico Border,4/1/18 0:00,Pedestrians,79927,POINT (-114.63402 32.7394)
Sault Sainte Marie,Michigan,3803,US-Canada Border,4/1/18 0:00,Buses,45,POINT (-84.29889 46.47028)
Alcan,Alaska,3104,US-Canada Border,4/1/18 0:00,Pedestrians,3,POINT (-142.98928 63.33693)
Sarles,North Dakota,3409,US-Canada Border,4/1/18 0:00,Bus Passengers,38,POINT (-98.99457 48.941050000000004)
Nogales,Arizona,2604,US-Mexico Border,4/1/18 0:00,Buses,841,POINT (-110.93361 31.340279999999996)
Tornillo-Fabens,Texas,2404,US-Mexico Border,4/1/18 0:00,Personal Vehicle Passengers,62231,POINT (-106.15806 31.502219999999998)
Eastport,Idaho,3302,US-Canada Border,4/1/18 0:00,Buses,2,POINT (-116.18027999999998 48.99944)
Ogdensburg,New York,701,US-Canada Border,4/1/18 0:00,Truck Containers Empty,826,POINT (-75.48167 44.70667)
Buffalo-Niagara Falls,New York,901,US-Canada Border,4/1/18 0:00,Trains,183,POINT (-79.05694 43.09444)
Detroit,Michigan,3801,US-Canada Border,4/1/18 0:00,Rail Containers Full,7790,POINT (-83.10222 42.38306000000001)
Maida,North Dakota,3416,US-Canada Border,4/1/18 0:00,Truck Containers Full,1,POINT (-98.36953 48.98568)
Trout River,New York,715,US-Canada Border,4/1/18 0:00,Train Passengers,108,POINT (-73.44253 44.990010000000005)
Sherwood,North Dakota,3414,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,2337,POINT (-101.55954000000001 48.99719)
Raymond,Montana,3301,US-Canada Border,4/1/18 0:00,Truck Containers Full,1768,POINT (-104.575 48.99667)
Port Angeles,Washington,3007,US-Canada Border,4/1/18 0:00,Truck Containers Empty,6,POINT (-123.43280000000001 48.11365)
Dalton Cache,Alaska,3106,US-Canada Border,4/1/18 0:00,Personal Vehicles,792,POINT (-135.40995 59.10606000000001)
Jackman,Maine,104,US-Canada Border,4/1/18 0:00,Truck Containers Full,1745,POINT (-70.255 45.62389)
Fort Fairfield,Maine,107,US-Canada Border,4/1/18 0:00,Truck Containers Full,57,POINT (-67.82965 46.76891)
Santa Teresa,New Mexico,2408,US-Mexico Border,4/1/18 0:00,Buses,24,POINT (-106.67903 31.850000000000005)
Blaine,Washington,3004,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,667588,POINT (-122.74583 48.99389)
San Luis,Arizona,2608,US-Mexico Border,4/1/18 0:00,Personal Vehicles,277109,POINT (-114.78139000000002 32.48694)
Richford,Vermont,203,US-Canada Border,4/1/18 0:00,Rail Containers Full,187,POINT (-72.67832000000001 44.98588)
Raymond,Montana,3301,US-Canada Border,4/1/18 0:00,Personal Vehicles,1620,POINT (-104.575 48.99667)
Del Rio,Texas,2302,US-Mexico Border,4/1/18 0:00,Personal Vehicles,137880,POINT (-100.89639 29.3625)
Noonan,North Dakota,3420,US-Canada Border,4/1/18 0:00,Personal Vehicles,1941,POINT (-103.00333 48.88232)
Otay Mesa,California,2506,US-Mexico Border,4/1/18 0:00,Bus Passengers,2783,POINT (-117.05333 32.57333)
El Paso,Texas,2402,US-Mexico Border,4/1/18 0:00,Personal Vehicles,1051546,POINT (-106.48639 31.758610000000004)
Port Angeles,Washington,3007,US-Canada Border,4/1/18 0:00,Bus Passengers,165,POINT (-123.43280000000001 48.11365)
Roosville,Montana,3318,US-Canada Border,4/1/18 0:00,Buses,4,POINT (-115.04512000000001 48.88171)
Opheim,Montana,3317,US-Canada Border,4/1/18 0:00,Truck Containers Full,35,POINT (-106.40265 48.85574)
International Falls-Ranier,Minnesota,3604,US-Canada Border,4/1/18 0:00,Trains,348,POINT (-93.41083 48.60111)
Port Angeles,Washington,3007,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,9027,POINT (-123.43280000000001 48.11365)
Laredo,Texas,2304,US-Mexico Border,4/1/18 0:00,Truck Containers Empty,52053,POINT (-99.50722 27.50611)
Van Buren,Maine,108,US-Canada Border,4/1/18 0:00,Trucks,1469,POINT (-67.94271 47.16207)
Tornillo-Fabens,Texas,2404,US-Mexico Border,4/1/18 0:00,Pedestrians,3713,POINT (-106.15806 31.502219999999998)
Del Bonita,Montana,3322,US-Canada Border,4/1/18 0:00,Trucks,43,POINT (-112.32481 48.63274)
Portal,North Dakota,3403,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,10639,POINT (-102.54917 48.99583)
Douglas,Arizona,2601,US-Mexico Border,4/1/18 0:00,Trucks,2385,POINT (-109.54472 31.344439999999995)
Willow Creek,Montana,3325,US-Canada Border,4/1/18 0:00,Personal Vehicles,179,POINT (-109.67761 48.54863)
Sasabe,Arizona,2606,US-Mexico Border,4/1/18 0:00,Pedestrians,45,POINT (-111.54139 31.48861)
Fort Kent,Maine,110,US-Canada Border,4/1/18 0:00,Truck Containers Full,117,POINT (-68.58458 47.26878)
Eastport,Maine,103,US-Canada Border,4/1/18 0:00,Pedestrians,11,POINT (-66.99387 44.90357)
Vanceboro,Maine,105,US-Canada Border,4/1/18 0:00,Rail Containers Empty,1074,POINT (-67.42955 45.55984)
Calexico East,California,2507,US-Mexico Border,4/1/18 0:00,Truck Containers Empty,14142,POINT (-115.48433000000001 32.67524)
Eastport,Idaho,3302,US-Canada Border,4/1/18 0:00,Bus Passengers,58,POINT (-116.18027999999998 48.99944)
Sault Sainte Marie,Michigan,3803,US-Canada Border,4/1/18 0:00,Trains,31,POINT (-84.29889 46.47028)
Maida,North Dakota,3416,US-Canada Border,4/1/18 0:00,Trucks,6,POINT (-98.36953 48.98568)
Houlton,Maine,106,US-Canada Border,4/1/18 0:00,Trucks,8076,POINT (-67.84083 46.12611)
Scobey,Montana,3309,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,607,POINT (-105.44272 48.80707)
Trout River,New York,715,US-Canada Border,4/1/18 0:00,Personal Vehicles,10118,POINT (-73.44253 44.990010000000005)
Sault Sainte Marie,Michigan,3803,US-Canada Border,4/1/18 0:00,Truck Containers Full,3266,POINT (-84.29889 46.47028)
Laredo,Texas,2304,US-Mexico Border,4/1/18 0:00,Trucks,198066,POINT (-99.50722 27.50611)
Anacortes,Washington,3010,US-Canada Border,4/1/18 0:00,Personal Vehicles,2586,POINT (-122.61738999999999 48.49988)
Otay Mesa,California,2506,US-Mexico Border,4/1/18 0:00,Rail Containers Empty,262,POINT (-117.05333 32.57333)
Laredo,Texas,2304,US-Mexico Border,4/1/18 0:00,Rail Containers Full,20364,POINT (-99.50722 27.50611)
Buffalo-Niagara Falls,New York,901,US-Canada Border,4/1/18 0:00,Pedestrians,15526,POINT (-79.05694 43.09444)
Naco,Arizona,2603,US-Mexico Border,4/1/18 0:00,Pedestrians,12932,POINT (-109.9475 31.335280000000004)
Friday Harbor,Washington,3014,US-Canada Border,4/1/18 0:00,Personal Vehicles,203,POINT (-123.01415 48.53231)
Vanceboro,Maine,105,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,2551,POINT (-67.42955 45.55984)
Sumas,Washington,3009,US-Canada Border,4/1/18 0:00,Personal Vehicles,80960,POINT (-122.26361 49.00028)
Calexico East,California,2507,US-Mexico Border,4/1/18 0:00,Bus Passengers,8800,POINT (-115.48433000000001 32.67524)
Sasabe,Arizona,2606,US-Mexico Border,4/1/18 0:00,Personal Vehicles,2196,POINT (-111.54139 31.48861)
Piegan,Montana,3316,US-Canada Border,4/1/18 0:00,Personal Vehicles,3812,POINT (-113.43406 48.85152)
Porthill,Idaho,3308,US-Canada Border,4/1/18 0:00,Buses,3,POINT (-116.49828 48.99282)
Walhalla,North Dakota,3407,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,4945,POINT (-97.91778 48.92333)
Eagle Pass,Texas,2303,US-Mexico Border,4/1/18 0:00,Personal Vehicles,243157,POINT (-100.49917 28.70889)
Eagle Pass,Texas,2303,US-Mexico Border,4/1/18 0:00,Buses,195,POINT (-100.49917 28.70889)
Calexico East,California,2507,US-Mexico Border,4/1/18 0:00,Pedestrians,25595,POINT (-115.48433000000001 32.67524)
Champlain-Rouses Point,New York,712,US-Canada Border,4/1/18 0:00,Truck Containers Full,23546,POINT (-73.44694 44.98639)
Rio Grande City,Texas,2307,US-Mexico Border,4/1/18 0:00,Truck Containers Full,2960,POINT (-98.82 26.37944)
Fort Fairfield,Maine,107,US-Canada Border,4/1/18 0:00,Truck Containers Empty,881,POINT (-67.82965 46.76891)
Otay Mesa,California,2506,US-Mexico Border,4/1/18 0:00,Truck Containers Full,62580,POINT (-117.05333 32.57333)
Danville,Washington,3012,US-Canada Border,4/1/18 0:00,Pedestrians,6,POINT (-118.50309000000001 48.99617)
Westhope,North Dakota,3419,US-Canada Border,4/1/18 0:00,Truck Containers Full,610,POINT (-101.02001 48.9094)
Warroad,Minnesota,3423,US-Canada Border,4/1/18 0:00,Truck Containers Empty,245,POINT (-95.3261 48.89625)
Wildhorse,Montana,3323,US-Canada Border,4/1/18 0:00,Personal Vehicles,784,POINT (-109.67761 48.54863)
Hansboro,North Dakota,3415,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,1025,POINT (-99.38250000000001 48.95)
Rio Grande City,Texas,2307,US-Mexico Border,4/1/18 0:00,Personal Vehicles,34528,POINT (-98.82 26.37944)
Hidalgo,Texas,2305,US-Mexico Border,4/1/18 0:00,Buses,1670,POINT (-98.26278 26.1)
Calais,Maine,115,US-Canada Border,4/1/18 0:00,Buses,7,POINT (-67.27917 45.18889)
Van Buren,Maine,108,US-Canada Border,4/1/18 0:00,Truck Containers Empty,707,POINT (-67.94271 47.16207)
Lancaster,Minnesota,3430,US-Canada Border,4/1/18 0:00,Truck Containers Full,27,POINT (-96.82024 48.84911000000001)
Douglas,Arizona,2601,US-Mexico Border,4/1/18 0:00,Bus Passengers,1901,POINT (-109.54472 31.344439999999995)
Sweetgrass,Montana,3310,US-Canada Border,4/1/18 0:00,Trucks,11067,POINT (-111.95972 48.99611000000001)
Skagway,Alaska,3103,US-Canada Border,4/1/18 0:00,Truck Containers Empty,117,POINT (-135.30656 59.47196999999999)
Laurier,Washington,3016,US-Canada Border,4/1/18 0:00,Personal Vehicles,3404,POINT (-118.22302 48.99892)
Roma,Texas,2310,US-Mexico Border,4/1/18 0:00,Personal Vehicle Passengers,133345,POINT (-99.01833 26.40361)
Portal,North Dakota,3403,US-Canada Border,4/1/18 0:00,Rail Containers Empty,7358,POINT (-102.54917 48.99583)
Sweetgrass,Montana,3310,US-Canada Border,4/1/18 0:00,Truck Containers Full,10636,POINT (-111.95972 48.99611000000001)
Northgate,North Dakota,3406,US-Canada Border,4/1/18 0:00,Trains,13,POINT (-102.39634 48.89848)
Warroad,Minnesota,3423,US-Canada Border,4/1/18 0:00,Trucks,446,POINT (-95.3261 48.89625)
Scobey,Montana,3309,US-Canada Border,4/1/18 0:00,Truck Containers Empty,19,POINT (-105.44272 48.80707)
Madawaska,Maine,109,US-Canada Border,4/1/18 0:00,Personal Vehicles,30072,POINT (-68.3271 47.35446)
Raymond,Montana,3301,US-Canada Border,4/1/18 0:00,Pedestrians,50,POINT (-104.575 48.99667)
Sarles,North Dakota,3409,US-Canada Border,4/1/18 0:00,Truck Containers Empty,18,POINT (-98.99457 48.941050000000004)
Brownsville,Texas,2301,US-Mexico Border,4/1/18 0:00,Trucks,20761,POINT (-97.49722 25.90139)
Danville,Washington,3012,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,4529,POINT (-118.50309000000001 48.99617)
Ogdensburg,New York,701,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,38545,POINT (-75.48167 44.70667)
Van Buren,Maine,108,US-Canada Border,4/1/18 0:00,Train Passengers,48,POINT (-67.94271 47.16207)
Jackman,Maine,104,US-Canada Border,4/1/18 0:00,Personal Vehicles,7299,POINT (-70.255 45.62389)
Jackman,Maine,104,US-Canada Border,4/1/18 0:00,Rail Containers Full,646,POINT (-70.255 45.62389)
Beecher Falls,Vermont,206,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,5443,POINT (-71.49664 45.00808)
Columbus,New Mexico,2406,US-Mexico Border,4/1/18 0:00,Pedestrians,24103,POINT (-107.63944 31.827499999999997)
Lukeville,Arizona,2602,US-Mexico Border,4/1/18 0:00,Pedestrians,3331,POINT (-112.81500000000001 31.8825)
Presidio,Texas,2403,US-Mexico Border,4/1/18 0:00,Buses,113,POINT (-104.37167 29.56056)
Bridgewater,Maine,127,US-Canada Border,4/1/18 0:00,Trucks,509,POINT (-67.84262 46.41923)
Fortuna,North Dakota,3417,US-Canada Border,4/1/18 0:00,Personal Vehicles,670,POINT (-103.77906 48.91086)
Maida,North Dakota,3416,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,847,POINT (-98.36953 48.98568)
Buffalo-Niagara Falls,New York,901,US-Canada Border,4/1/18 0:00,Rail Containers Full,7962,POINT (-79.05694 43.09444)
International Falls-Ranier,Minnesota,3604,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,42801,POINT (-93.41083 48.60111)
Grand Portage,Minnesota,3613,US-Canada Border,4/1/18 0:00,Truck Containers Full,555,POINT (-89.68472000000001 47.96389)
Warroad,Minnesota,3423,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,11793,POINT (-95.3261 48.89625)
Highgate Springs-Alburg,Vermont,212,US-Canada Border,4/1/18 0:00,Trains,30,POINT (-73.10583 44.979440000000004)
St. John,North Dakota,3405,US-Canada Border,4/1/18 0:00,Truck Containers Full,1,POINT (-99.71915 48.94208)
Carbury,North Dakota,3421,US-Canada Border,4/1/18 0:00,Trucks,10,POINT (-100.68648 48.90957)
Point Roberts,Washington,3017,US-Canada Border,4/1/18 0:00,Bus Passengers,1051,POINT (-123.07994 48.96978)
Eastport,Idaho,3302,US-Canada Border,4/1/18 0:00,Rail Containers Full,10213,POINT (-116.18027999999998 48.99944)
Metaline Falls,Washington,3025,US-Canada Border,4/1/18 0:00,Truck Containers Empty,326,POINT (-117.36037000000002 48.85798)
Detroit,Michigan,3801,US-Canada Border,4/1/18 0:00,Trains,155,POINT (-83.10222 42.38306000000001)
Oroville,Washington,3019,US-Canada Border,4/1/18 0:00,Personal Vehicles,15624,POINT (-119.43444 48.93917)
Calexico East,California,2507,US-Mexico Border,4/1/18 0:00,Personal Vehicles,306325,POINT (-115.48433000000001 32.67524)
Warroad,Minnesota,3423,US-Canada Border,4/1/18 0:00,Bus Passengers,334,POINT (-95.3261 48.89625)
Nogales,Arizona,2604,US-Mexico Border,4/1/18 0:00,Rail Containers Empty,3514,POINT (-110.93361 31.340279999999996)
Derby Line,Vermont,209,US-Canada Border,4/1/18 0:00,Truck Containers Empty,929,POINT (-72.09944 45.005)
Brownsville,Texas,2301,US-Mexico Border,4/1/18 0:00,Pedestrians,243547,POINT (-97.49722 25.90139)
Calais,Maine,115,US-Canada Border,4/1/18 0:00,Truck Containers Empty,1825,POINT (-67.27917 45.18889)
Santa Teresa,New Mexico,2408,US-Mexico Border,4/1/18 0:00,Pedestrians,9805,POINT (-106.67903 31.850000000000005)
Lynden,Washington,3023,US-Canada Border,4/1/18 0:00,Trucks,3891,POINT (-122.44316000000002 48.94802)
Wildhorse,Montana,3323,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,1782,POINT (-109.67761 48.54863)
Lancaster,Minnesota,3430,US-Canada Border,4/1/18 0:00,Bus Passengers,16,POINT (-96.82024 48.84911000000001)
Baudette,Minnesota,3424,US-Canada Border,4/1/18 0:00,Bus Passengers,123,POINT (-94.72512 48.70731)
Progreso,Texas,2309,US-Mexico Border,4/1/18 0:00,Truck Containers Empty,2142,POINT (-97.94889 26.061670000000003)
Presidio,Texas,2403,US-Mexico Border,4/1/18 0:00,Personal Vehicle Passengers,124286,POINT (-104.37167 29.56056)
Del Rio,Texas,2302,US-Mexico Border,4/1/18 0:00,Trucks,6516,POINT (-100.89639 29.3625)
Pembina,North Dakota,3401,US-Canada Border,4/1/18 0:00,Train Passengers,198,POINT (-97.24333 48.96639)
Antler,North Dakota,3413,US-Canada Border,4/1/18 0:00,Trucks,52,POINT (-101.28194 48.97083)
Ferry,Washington,3013,US-Canada Border,4/1/18 0:00,Truck Containers Empty,1,POINT (-118.58774 48.88627)
Calexico,California,2503,US-Mexico Border,4/1/18 0:00,Personal Vehicle Passengers,679074,POINT (-115.49806000000001 32.67889)
Rio Grande City,Texas,2307,US-Mexico Border,4/1/18 0:00,Personal Vehicle Passengers,70923,POINT (-98.82 26.37944)
International Falls-Ranier,Minnesota,3604,US-Canada Border,4/1/18 0:00,Rail Containers Full,48139,POINT (-93.41083 48.60111)
Blaine,Washington,3004,US-Canada Border,4/1/18 0:00,Rail Containers Full,9046,POINT (-122.74583 48.99389)
Calexico,California,2503,US-Mexico Border,4/1/18 0:00,Pedestrians,351085,POINT (-115.49806000000001 32.67889)
Boundary,Washington,3015,US-Canada Border,4/1/18 0:00,Rail Containers Full,729,POINT (-117.89655000000002 48.54648)
Westhope,North Dakota,3419,US-Canada Border,4/1/18 0:00,Trucks,1075,POINT (-101.02001 48.9094)
Tornillo-Fabens,Texas,2404,US-Mexico Border,4/1/18 0:00,Personal Vehicles,32093,POINT (-106.15806 31.502219999999998)
San Ysidro,California,2504,US-Mexico Border,4/1/18 0:00,Personal Vehicle Passengers,2152137,POINT (-117.02666999999998 32.54306)
Turner,Montana,3306,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,1088,POINT (-108.40599 48.84361)
Turner,Montana,3306,US-Canada Border,4/1/18 0:00,Truck Containers Empty,18,POINT (-108.40599 48.84361)
Van Buren,Maine,108,US-Canada Border,4/1/18 0:00,Rail Containers Empty,306,POINT (-67.94271 47.16207)
Presidio,Texas,2403,US-Mexico Border,4/1/18 0:00,Truck Containers Full,332,POINT (-104.37167 29.56056)
Santa Teresa,New Mexico,2408,US-Mexico Border,4/1/18 0:00,Personal Vehicle Passengers,92433,POINT (-106.67903 31.850000000000005)
Roosville,Montana,3318,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,16823,POINT (-115.04512000000001 48.88171)
Boundary,Washington,3015,US-Canada Border,4/1/18 0:00,Personal Vehicles,2666,POINT (-117.89655000000002 48.54648)
Otay Mesa,California,2506,US-Mexico Border,4/1/18 0:00,Train Passengers,36,POINT (-117.05333 32.57333)
Detroit,Michigan,3801,US-Canada Border,4/1/18 0:00,Train Passengers,465,POINT (-83.10222 42.38306000000001)
Alexandria Bay,New York,708,US-Canada Border,4/1/18 0:00,Personal Vehicles,35009,POINT (-75.91806 44.33583)
Santa Teresa,New Mexico,2408,US-Mexico Border,4/1/18 0:00,Truck Containers Full,6418,POINT (-106.67903 31.850000000000005)
Sasabe,Arizona,2606,US-Mexico Border,4/1/18 0:00,Personal Vehicle Passengers,4200,POINT (-111.54139 31.48861)
